store_id,store_name,city,state,region,store_type,opening_date,manager_id,store_status,square_feet
148,RetailMart New Nathanielborough Square,New Nathanielborough,Rhode Island,Central,Outlet,2018-05-19,26935,Active,10244
149,RetailMart New Nancy Central,New Nancy,Ohio,West,Outlet,2018-03-22,6631,Active,43860
150,RetailMart Perrymouth Central,Perrymouth,Missouri,North,Outlet,2020-03-05,24096,Active,19248
151,RetailMart Port Stephanie Mall,Port Stephanie,New Jersey,South,Outlet,2020-09-26,14167,Active,36783
152,RetailMart Carriefurt Plaza,Carriefurt,Vermont,West,Outlet,2016-03-20,25777,Active,33616
153,RetailMart Rogersborough Plaza,Rogersborough,Alaska,West,Outlet,2024-06-12,15208,Active,8594
154,RetailMart New Joseph Square,New Joseph,New Hampshire,North,Outlet,2023-10-14,27568,Active,4693
155,RetailMart New Amy Square,New Amy,Pennsylvania,North,Flagship,2026-03-01,29513,Active,6269
156,RetailMart Lake Alyssa Plaza,Lake Alyssa,South Dakota,North,Standard,2024-10-08,26327,Active,9827
157,RetailMart Fowlerport Mall,Fowlerport,Pennsylvania,South,Standard,2024-09-27,17893,Active,44912
158,RetailMart Mollyport Plaza,Mollyport,Wisconsin,Central,Standard,2023-08-29,27301,Active,6617
159,RetailMart Port Jeffreyfurt Plaza,Port Jeffreyfurt,Hawaii,East,Standard,2026-01-29,25571,Active,2102
160,RetailMart New Brandonville Mall,New Brandonville,Nebraska,Central,Flagship,2015-09-07,30083,Active,18520
161,RetailMart Evansburgh Mall,Evansburgh,Louisiana,South,Flagship,2017-08-15,25270,Active,2319
162,RetailMart Shawnmouth Central,Shawnmouth,Maine,North,Outlet,2015-11-07,18241,Active,10232
163,RetailMart West Nicholas Central,West Nicholas,South Carolina,Central,Standard,2015-04-02,9892,Active,10853
164,RetailMart New Antoniofurt Central,New Antoniofurt,Vermont,North,Express,2026-05-18,3686,Active,4277
165,RetailMart Christinatown Plaza,Christinatown,Virginia,West,Standard,2020-02-11,2893,Active,11487
166,RetailMart North Ashley Mall,North Ashley,Tennessee,Central,Outlet,2026-01-09,14568,Active,36478
167,RetailMart Williamshaven Mall,Williamshaven,Connecticut,Central,Flagship,2015-07-29,6789,Active,38479
168,RetailMart West Lisa Plaza,West Lisa,Georgia,West,Flagship,2018-03-20,3656,Active,14780
169,RetailMart West Brandi Square,West Brandi,South Carolina,North,Standard,2018-03-22,1080,Active,33213
170,RetailMart Juanhaven Central,Juanhaven,New Hampshire,East,Outlet,2016-01-10,20172,Active,18996
171,RetailMart North Nicole Mall,North Nicole,Connecticut,Central,Standard,2024-02-21,4270,Active,25990
172,RetailMart Joannview Mall,Joannview,Vermont,North,Flagship,2026-06-24,4960,Active,38848
173,RetailMart Ballfort Mall,Ballfort,Wyoming,East,Flagship,2024-04-26,3315,Active,34556
174,RetailMart Tiffanyland Plaza,Tiffanyland,South Carolina,North,Flagship,2019-12-12,4951,Active,5288
175,RetailMart Lake Keith Mall,Lake Keith,South Dakota,Central,Outlet,2018-01-03,24054,Active,33078
176,RetailMart Gainesstad Square,Gainesstad,Maryland,South,Standard,2026-01-11,2924,Active,27960
177,RetailMart Matthewburgh Plaza,Matthewburgh,South Dakota,South,Express,2017-06-22,13535,Active,12276
178,RetailMart West Beverlyborough Central,West Beverlyborough,New Jersey,South,Express,2023-11-26,22842,Active,43433
179,RetailMart Andrewsstad Square,Andrewsstad,Tennessee,West,Standard,2017-10-28,9669,Active,39296
180,RetailMart Randallhaven Central,Randallhaven,Arizona,South,Express,2025-01-08,18203,Active,14295
181,RetailMart Monicashire Mall,Monicashire,Connecticut,South,Outlet,2016-12-08,22069,Active,23698
182,RetailMart East Christopher Mall,East Christopher,Washington,East,Standard,2021-04-30,20247,Active,32087
183,RetailMart Bradleyview Plaza,Bradleyview,Georgia,North,Express,2015-02-18,23625,Active,30313
184,RetailMart East Sarahberg Mall,East Sarahberg,North Dakota,West,Flagship,2017-12-02,5525,Active,26194
185,RetailMart Lewisview Square,Lewisview,Louisiana,West,Standard,2017-02-15,18489,Active,20434
186,RetailMart North Samuel Central,North Samuel,Louisiana,South,Standard,2017-10-07,22764,Active,23342
187,RetailMart North Adrianastad Square,North Adrianastad,Alaska,Central,Flagship,2016-12-01,19237,Active,17506
188,RetailMart West Jasonbury Square,West Jasonbury,North Carolina,North,Flagship,2017-06-13,23391,Active,15174
189,RetailMart Brandonville Square,Brandonville,Colorado,East,Standard,2022-05-20,21135,Active,23704
190,RetailMart New Angelabury Square,New Angelabury,Kentucky,East,Flagship,2017-03-27,7157,Active,17173
191,RetailMart Spencerhaven Central,Spencerhaven,Hawaii,North,Flagship,2018-06-04,2010,Active,16329
192,RetailMart Katelynmouth Central,Katelynmouth,Pennsylvania,North,Express,2018-02-26,11346,Active,24641
193,RetailMart North Renee Square,North Renee,Massachusetts,East,Outlet,2024-01-11,19368,Active,35795
194,RetailMart New Susantown Central,New Susantown,Washington,West,Outlet,2018-11-25,11579,Active,44290
195,RetailMart Travisview Central,Travisview,Alaska,South,Flagship,2020-11-12,20406,Active,40488
196,RetailMart Nathanielton Square,Nathanielton,South Dakota,Central,Standard,2018-07-19,25825,Active,30372
197,RetailMart Jasminemouth Plaza,Jasminemouth,Arkansas,North,Outlet,2023-05-11,11289,Active,32799
198,RetailMart North Jonathan Mall,North Jonathan,New Mexico,East,Outlet,2017-03-17,18236,Active,23228
199,RetailMart East Marystad Square,East Marystad,Maryland,North,Standard,2025-01-20,21964,Active,26422
200,RetailMart West Amyland Plaza,West Amyland,Maryland,East,Standard,2016-01-04,12185,Active,10045
201,RetailMart West Mary Central,West Mary,Utah,Central,Express,2020-11-07,18440,Active,36082
202,RetailMart Robbinsstad Central,Robbinsstad,North Carolina,South,Standard,2015-05-04,10847,Active,3983
203,RetailMart South Douglas Mall,South Douglas,Alabama,East,Standard,2024-06-21,13677,Active,32827
204,RetailMart South Kevinshire Square,South Kevinshire,Colorado,West,Standard,2023-02-28,27754,Active,26369
205,RetailMart Andrewville Square,Andrewville,Maine,East,Standard,2016-01-18,8961,Active,4993
206,RetailMart West Julietown Plaza,West Julietown,North Dakota,North,Express,2024-02-21,6136,Active,22278
207,RetailMart New Jessica Plaza,New Jessica,Hawaii,Central,Standard,2026-01-14,6710,Active,11490
208,RetailMart Port Seanfurt Plaza,Port Seanfurt,North Carolina,South,Express,2025-11-01,11270,Active,7370
209,RetailMart West Catherineport Central,West Catherineport,Wisconsin,West,Outlet,2023-08-08,4089,Active,18728
210,RetailMart Smithshire Central,Smithshire,Iowa,West,Express,2018-04-15,4964,Active,18214
211,RetailMart Rojastown Plaza,Rojastown,Arkansas,South,Flagship,2017-10-03,21654,Active,40903
212,RetailMart East Markshire Mall,East Markshire,Iowa,Central,Outlet,2020-03-12,1723,Active,35917
213,RetailMart Jasonville Square,Jasonville,New Mexico,East,Standard,2022-07-25,9382,Active,32889
214,RetailMart Port Johnview Mall,Port Johnview,Missouri,South,Standard,2023-06-08,30115,Active,28651
215,RetailMart West Marystad Plaza,West Marystad,West Virginia,East,Express,2017-05-04,1750,Active,43501
216,RetailMart South Terrichester Mall,South Terrichester,Nebraska,Central,Flagship,2021-01-20,24562,Closed,44785
217,RetailMart Christinaside Mall,Christinaside,Michigan,North,Standard,2026-05-31,28707,Active,31547
218,RetailMart South Karenfort Mall,South Karenfort,South Dakota,West,Express,2024-04-27,29004,Active,5320
219,RetailMart New Jenniferfurt Square,New Jenniferfurt,North Dakota,West,Flagship,2024-05-24,28491,Active,35360
220,RetailMart Stevenshire Mall,Stevenshire,Massachusetts,North,Express,2018-11-26,13590,Active,20275
221,RetailMart Davidmouth Square,Davidmouth,Colorado,South,Standard,2020-01-03,19354,Active,13025
222,RetailMart New Jimmy Mall,New Jimmy,Pennsylvania,South,Flagship,2023-12-24,12922,Active,8619
223,RetailMart North Denise Plaza,North Denise,Missouri,South,Flagship,2018-03-16,26600,Active,22251
224,RetailMart Port Dana Central,Port Dana,Indiana,East,Outlet,2016-02-27,16424,Active,11043
225,RetailMart West Erica Square,West Erica,Indiana,South,Flagship,2022-02-16,6080,Active,25434
226,RetailMart Port Christown Square,Port Christown,Wisconsin,North,Outlet,2018-07-12,11851,Active,19721
227,RetailMart Amandafurt Plaza,Amandafurt,Arizona,South,Standard,2015-10-15,17243,Active,2841
228,RetailMart Floreston Plaza,Floreston,New York,South,Express,2024-12-21,7899,Closed,32009
229,RetailMart Harrisborough Plaza,Harrisborough,Maryland,West,Outlet,2025-09-02,2189,Active,10672
230,RetailMart Foxborough Plaza,Foxborough,Missouri,North,Outlet,2025-04-12,25130,Active,13221
231,RetailMart Lake Anthonyport Mall,Lake Anthonyport,North Dakota,Central,Standard,2023-01-25,1262,Active,17200
232,RetailMart West Briannaborough Mall,West Briannaborough,New Hampshire,North,Standard,2019-11-26,7303,Active,36987
233,RetailMart Fergusonmouth Mall,Fergusonmouth,Virginia,East,Express,2022-12-02,19488,Active,44746
234,RetailMart Nancystad Square,Nancystad,Colorado,East,Flagship,2021-06-28,2731,Active,5722
235,RetailMart North Michael Plaza,North Michael,Illinois,Central,Flagship,2016-02-10,21302,Active,5206
236,RetailMart Martinborough Square,Martinborough,Alabama,West,Flagship,2019-06-03,15896,Active,31005
237,RetailMart New Katherineside Plaza,New Katherineside,Missouri,Central,Express,2015-06-15,12344,Active,39182
238,RetailMart Hawkinsview Mall,Hawkinsview,Nebraska,South,Express,2021-08-16,23494,Active,3622
239,RetailMart Alanshire Mall,Alanshire,New Hampshire,West,Standard,2017-04-22,10378,Active,21413
240,RetailMart Lauraville Plaza,Lauraville,New Jersey,Central,Express,2015-01-19,1727,Active,12763
241,RetailMart North Benjaminfort Mall,North Benjaminfort,Delaware,South,Outlet,2018-08-26,4828,Active,27068
242,RetailMart Gonzalesside Mall,Gonzalesside,Maryland,East,Standard,2025-12-26,23457,Active,42673
243,RetailMart Mendeztown Central,Mendeztown,Oregon,East,Outlet,2017-10-18,27720,Active,37015
244,RetailMart Katherineville Plaza,Katherineville,California,Central,Express,2019-01-26,11732,Active,21878
245,RetailMart Harrisborough Square,Harrisborough,Connecticut,South,Standard,2024-06-07,14185,Active,35564
246,RetailMart Lake Peter Plaza,Lake Peter,South Carolina,West,Flagship,2026-04-06,8713,Active,38470
247,RetailMart Lancestad Square,Lancestad,North Carolina,Central,Standard,2020-11-13,28534,Closed,29743
248,RetailMart Lake Zachary Plaza,Lake Zachary,New Jersey,West,Standard,2024-12-09,17804,Active,12623
249,RetailMart Shawview Mall,Shawview,New Mexico,North,Express,2018-05-02,20268,Active,25228
250,RetailMart Victoriafurt Square,Victoriafurt,Washington,South,Standard,2017-03-12,25772,Active,38989
251,RetailMart Richborough Square,Richborough,Kansas,West,Flagship,2015-09-13,5885,Active,41861
252,RetailMart Port Erik Mall,Port Erik,Hawaii,West,Outlet,2020-08-04,14519,Active,14885
253,RetailMart Tiffanyton Square,Tiffanyton,Oregon,Central,Express,2024-09-20,8365,Active,37664
254,RetailMart Wallborough Central,Wallborough,Michigan,Central,Express,2020-10-30,22730,Active,2997
255,RetailMart North Kimberlyhaven Central,North Kimberlyhaven,New Jersey,North,Express,2019-01-29,25757,Active,5410
256,RetailMart West Megan Square,West Megan,Kansas,Central,Express,2021-08-30,22214,Active,7389
257,RetailMart Wilsonmouth Central,Wilsonmouth,Kansas,South,Standard,2017-11-14,6567,Active,38316
258,RetailMart Elizabethville Square,Elizabethville,South Carolina,South,Flagship,2025-12-31,22906,Closed,20889
259,RetailMart Kathleenhaven Central,Kathleenhaven,Hawaii,North,Express,2021-09-02,8292,Active,23054
260,RetailMart Bartlettberg Mall,Bartlettberg,Connecticut,West,Standard,2015-12-13,9472,Active,10852
261,RetailMart North Angela Central,North Angela,Missouri,South,Standard,2017-10-07,24594,Active,14747
262,RetailMart Monicaview Square,Monicaview,Massachusetts,East,Standard,2022-05-12,19213,Active,41667
263,RetailMart New Danielchester Plaza,New Danielchester,Vermont,West,Standard,2019-01-24,12596,Active,39963
264,RetailMart Abigailstad Mall,Abigailstad,New Jersey,South,Express,2019-12-13,24453,Active,14456
265,RetailMart Lindaview Square,Lindaview,New York,East,Standard,2015-02-19,15176,Active,10431
266,RetailMart Christinaville Central,Christinaville,Maine,South,Outlet,2018-03-31,28998,Active,23350
267,RetailMart Rochafurt Plaza,Rochafurt,Maine,East,Standard,2018-10-06,25289,Active,9169
268,RetailMart Scottchester Mall,Scottchester,Iowa,North,Standard,2018-02-04,21878,Active,19835
269,RetailMart Port Keithport Mall,Port Keithport,Virginia,North,Express,2015-01-10,28567,Active,37756
270,RetailMart Cookberg Square,Cookberg,New Hampshire,South,Express,2025-09-08,10012,Active,43143
271,RetailMart Lake Jennifer Plaza,Lake Jennifer,Washington,South,Outlet,2016-03-15,17866,Active,30945
272,RetailMart Port Mark Central,Port Mark,New York,Central,Outlet,2018-12-29,1034,Active,35745
273,RetailMart Michaelburgh Mall,Michaelburgh,Michigan,Central,Standard,2022-12-25,26154,Active,23796
274,RetailMart Lake Paul Central,Lake Paul,Virginia,Central,Standard,2023-10-23,23508,Active,10943
275,RetailMart Cisnerosville Plaza,Cisnerosville,Idaho,Central,Standard,2021-10-31,20383,Active,44080
276,RetailMart Adammouth Plaza,Adammouth,Kentucky,East,Standard,2018-04-22,19720,Active,42109
277,RetailMart Moorefurt Plaza,Moorefurt,Minnesota,Central,Standard,2017-01-05,8564,Active,4395
278,RetailMart Stephenstad Central,Stephenstad,Louisiana,East,Standard,2021-01-22,25603,Active,16410
279,RetailMart Shawnstad Mall,Shawnstad,Pennsylvania,North,Standard,2017-04-28,23860,Active,7005
