order_id,customer_id,product_id,store_id,employee_id,order_date,quantity,unit_price,discount_amount,sales_amount,cost_amount,profit_amount
38261,29697,9866,29285,1934.0,2025-12-20,6,388.65,233.19,2098.71,1992.78,105.93
20276,17446,12437,12271,24508.0,2024-07-05,6,332.61,0.0,1995.66,1382.82,612.84
19234,30008,14014,16666,9593.0,29-10-2025,4,584.94,0.0,2339.76,1502.04,837.72
20587,4160,224,24924,19643.0,12-05-2023,6,43.78,26.27,236.41,200.58,35.83
24418,7256,19567,16170,28233.0,15-03-2026,3,99.91,0.0,299.73,197.97,101.76
23111,6894,12440,21247,10269.0,31-12-2025,2,503.92,50.39,957.45,642.36,315.09
35666,17690,14951,26572,26841.0,2023-04-12,3,120.79,54.36,308.01,253.71,54.3
22940,25032,29531,21594,22540.0,2026-04-08,2,375.13,0.0,750.26,582.06,168.2
22168,28367,14523,21850,16948.0,2023-01-05,3,7.61,2.28,20.55,16.71,3.84
23195,1143,24069,18416,698.0,2023-08-14,2,197.43,0.0,394.86,214.14,180.72
20484,26278,11258,12365,10217.0,2024-07-01,6,363.51,327.16,1853.9,1354.2,499.7
30640,14081,9285,25491,5387.0,2024-07-29,3,263.01,0.0,789.03,662.55,126.48
27475,13118,27990,9640,13628.0,2023-04-17,5,,119.01,2261.19,1835.95,425.24
20541,15532,19991,28960,5475.0,2026-04-06,1,168.75,16.88,151.87,93.56,58.31
12282,25826,1854,19413,14399.0,2023-07-05,4,498.04,0.0,1992.16,1241.2,750.96
39010,15793,11619,15857,19125.0,2025-11-01,4,310.04,0.0,1240.16,1040.56,199.6
31724,7889,18554,25014,,2026-03-01,1,463.15,23.16,439.99,311.0,128.99
33303,19425,21131,10975,28530.0,2024-03-05,3,353.37,159.02,901.09,634.08,267.01
19962,7091,3933,7110,22895.0,2023-08-23,3,342.87,0.0,1028.61,784.44,244.17
32042,17888,7422,18359,,2023-07-13,5,158.33,0.0,791.65,684.0,107.65
24361,9585,26700,14339,26125.0,2025-06-08,1,622.62,31.13,591.49,333.59,257.9
22990,14869,6607,21279,17450.0,2024-05-05,5,574.2,0.0,2871.0,1604.15,1266.85
24531,3234,1803,24824,15114.0,2026-05-19,4,477.77,0.0,1911.08,1561.36,349.72
39275,21281,14399,26431,13565.0,2024-10-25,5,295.67,147.84,1330.51,942.85,387.66
25768,5765,27841,24680,14082.0,17-12-2023,6,212.85,191.56,1085.54,1042.5,43.04
38332,15432,3391,2588,2676.0,2023-10-24,4,673.22,134.64,2558.24,1515.8,1042.44
25698,3046,8314,4074,13579.0,2025-08-16,3,23.84,0.0,71.52,38.55,32.97
11407,9657,11371,22387,1165.0,05-05-2024,5,53.55,0.0,267.75,164.55,103.2
37239,26525,16855,17972,11565.0,2023-06-05,4,74.77,0.0,299.08,254.84,44.24
32224,2659,13633,336,25926.0,2024-03-27,3,379.92,170.96,968.8,788.94,179.86
32354,15846,375,23345,13954.0,2024-12-11,4,524.71,0.0,2098.84,1539.96,558.88
26008,16256,16094,22351,14983.0,2025-05-17,4,79.14,31.66,284.9,244.08,40.82
35578,6605,5887,23184,28995.0,2023-05-02,2,700.79,0.0,1401.58,778.82,622.76
10737,7040,27051,23900,7006.0,26-04-2026,5,195.19,97.6,878.35,675.05,203.3
30870,7164,8341,22962,268.0,2024-05-17,2,67.27,0.0,134.54,108.02,26.52
27099,2000,18140,16633,17995.0,2024-06-05,2,203.72,0.0,407.44,257.88,149.56
35928,8609,507,22268,28166.0,2024-05-13,2,367.72,0.0,735.44,411.28,324.16
30276,21890,9343,10329,27312.0,2024-04-12,3,367.13,55.07,1046.32,635.58,410.74
22079,13016,14589,25421,20685.0,2024-04-11,2,358.87,71.77,645.97,421.56,224.41
25394,10289,9502,29178,17129.0,2023-06-03,6,391.87,0.0,2351.22,1519.14,832.08
25011,27696,27458,14442,4774.0,2023-08-25,4,397.6,159.04,715.68,962.32,469.04
21912,21194,14524,28521,27402.0,2025-06-11,2,95.41,0.0,190.82,113.22,77.6
34628,962,12137,14156,13105.0,2026-07-20,6,,0.0,1292.4,723.84,568.56
15732,2942,12515,28610,22664.0,2025-09-11,1,234.98,11.75,223.23,161.48,61.75
18590,18158,9177,8645,5488.0,2026-06-04,2,152.26,60.9,243.62,186.42,57.2
23628,12754,15142,20297,14395.0,2025-03-04,5,74.23,55.67,315.48,195.8,119.68
27548,17607,13838,12757,28069.0,2023-02-17,5,9.91,2.48,47.07,39.55,7.52
11458,13250,23181,16047,4541.0,01-08-2024,5,430.76,0.0,2153.8,1847.65,306.15
19356,29382,7145,5454,,2023-08-05,3,386.16,0.0,1158.48,653.88,504.6
33862,15043,25327,20037,28767.0,2025-03-09,6,350.9,105.27,2000.13,1184.4,815.73
25866,20894,21009,3866,16446.0,27-05-2024,6,680.82,0.0,4084.92,2162.28,1922.64
24845,2231,24012,22439,28020.0,2025-08-01,6,455.14,0.0,2730.84,2079.48,651.36
17114,26951,29090,25351,,2026-05-24,4,346.2,0.0,1384.8,875.48,509.32
39698,10037,2205,12958,15342.0,2025-11-11,3,167.51,0.0,502.53,299.22,203.31
12202,20221,17375,4664,25806.0,13-12-2023,5,553.51,0.0,2767.55,1829.1,938.45
33603,1043,10327,4642,17970.0,2025-04-24,2,101.85,10.19,193.51,145.98,47.53
14236,19938,11432,14428,26816.0,2024-06-21,4,251.53,0.0,1006.12,666.68,339.44
21703,25778,23534,20095,21432.0,2023-05-27,6,584.5,526.05,2980.95,2116.62,864.33
23133,732,14218,9458,27299.0,20-08-2025,5,271.28,135.64,2441.52,1150.45,70.31
12389,19171,26469,12968,12144.0,2024-10-17,1,332.62,0.0,332.62,256.74,75.88
32558,13707,14869,27915,23253.0,01-01-2024,5,503.7,0.0,2518.5,1634.7,883.8
20204,1913,13229,24875,29187.0,2024-10-09,4,91.43,0.0,365.72,309.36,56.36
24763,10780,17904,25904,28228.0,03-03-2024,4,559.62,0.0,2238.48,1416.88,821.6
26130,16769,14530,2902,27384.0,2023-09-14,6,462.95,0.0,2777.7,1636.5,1141.2
21918,5670,6157,18444,14584.0,2024-01-13,3,725.05,0.0,2175.15,1171.68,1003.47
12384,2890,7153,23777,1761.0,2024-11-14,2,92.47,9.25,175.69,117.44,58.25
34868,24250,9218,8855,25757.0,2023-11-06,1,552.8,0.0,552.8,351.56,201.24
39731,25319,13788,14613,6965.0,2026-07-31,1,24.87,2.49,22.38,16.76,5.62
14707,11960,8745,3479,10419.0,2024-12-25,6,73.03,43.82,394.36,283.86,110.5
21225,1735,21597,19035,4520.0,2025-10-05,3,196.81,0.0,590.43,384.24,206.19
20264,12514,1155,23827,17984.0,28-03-2025,1,197.99,9.9,188.09,146.86,41.23
38334,23057,24159,999999,12766.0,2025-04-24,6,365.98,0.0,2195.88,1652.4,543.48
15097,10712,1146,28898,11474.0,2024-10-15,4,132.93,53.17,478.55,448.16,30.39
39813,17493,2332,4464,6066.0,2025-11-30,6,638.78,383.27,3449.41,2362.32,1087.09
29181,2446,13879,29728,5513.0,2024-06-13,5,202.76,0.0,1013.8,759.0,254.8
13930,22317,12878,18037,20703.0,2024-05-23,1,370.58,0.0,370.58,202.84,167.74
38871,20548,20226,27098,28576.0,2023-03-05,2,24.29,0.0,48.58,29.6,18.98
25054,1494,29642,29215,1709.0,2025-07-04,1,379.14,18.96,360.18,247.66,112.52
18138,27658,3894,5373,27476.0,2025-12-26,6,286.54,0.0,1719.24,1305.66,413.58
38283,7135,19143,7685,15113.0,2024-01-15,2,292.71,58.54,526.88,315.28,211.6
28392,5940,6129,22972,28015.0,2023-07-03,1,42.85,2.14,40.71,26.97,13.74
22660,18132,14735,11657,22135.0,2026-01-31,6,501.86,0.0,3011.16,1850.64,1160.52
11110,20659,7370,23814,22061.0,2025-11-02,3,392.59,176.67,1001.1,768.78,232.32
28499,22247,8906,10,769.0,2023-08-31,5,419.78,209.89,1889.01,1281.55,607.46
16920,4345,29334,8808,2552.0,2023-01-15,1,463.84,46.38,417.46,248.56,168.9
22105,1996,13956,19674,7794.0,2026-05-25,2,388.73,38.87,738.59,627.12,111.47
23677,21329,12685,436,2350.0,2023-10-25,4,338.48,203.09,1150.83,832.04,318.79
37157,19770,9779,13017,12259.0,2024-09-17,6,476.37,571.64,2286.58,1833.66,452.92
15196,522,14265,5979,6566.0,2026-07-08,6,637.73,573.96,3252.42,2291.04,961.38
21770,24978,25338,11436,4648.0,17-06-2026,6,,439.31,3953.83,2372.94,1580.89
16984,758,9892,6386,27806.0,2025-04-30,3,337.14,0.0,1011.42,758.67,252.75
12961,11801,26277,24078,628.0,2023-02-01,2,476.58,0.0,953.16,533.98,419.18
25905,3577,14969,23064,24521.0,2023-09-16,3,413.95,124.19,1117.66,765.0,352.66
13779,15606,24999,10311,11293.0,2026-05-15,6,52.11,0.0,312.66,197.76,114.9
35513,26963,5731,9416,10837.0,2024-11-24,1,455.32,0.0,455.32,383.82,71.5
13129,1159,20305,19156,15621.0,2024-02-27,1,519.44,0.0,519.44,299.13,220.31
37937,21544,20072,9222,15962.0,2025-02-07,3,116.22,17.43,331.23,188.37,142.86
20869,23583,13973,14872,11906.0,2025-08-17,6,524.6,0.0,3147.6,1918.92,1228.68
30586,2355,16834,23264,17763.0,2024-08-01,2,355.47,0.0,710.94,601.7,109.24
37339,25528,19030,291,24342.0,27-12-2024,5,594.35,2916.958408332743,2823.16,1802.25,1020.91
17933,20306,10058,11393,2299.0,2025-04-19,5,282.06,141.03,1269.27,969.85,299.42
21256,28695,24936,15565,1440.0,2025-03-15,1,489.39,48.94,440.45,315.35,125.1
15156,11968,8324,14430,29517.0,2023-02-01,5,228.33,57.08,1084.57,980.55,104.02
21356,15181,26083,22061,2107.0,2024-03-19,4,146.62,117.3,469.18,323.96,145.22
38237,5164,19775,3333,29746.0,2024-03-17,5,,0.0,1595.9,1226.3,369.6
15781,19504,15484,999999,21710.0,2024-03-04,2,216.84,0.0,433.68,341.66,92.02
25886,28898,23362,6665,16855.0,2023-01-17,4,143.71,114.97,459.87,379.84,80.03
14660,7292,29913,25845,15668.0,2026-08-02,3,104.94,47.22,267.6,224.37,43.23
35567,18347,9497,12542,,2025-10-23,3,418.84,251.3,1005.22,862.05,143.17
13015,27798,9091,22043,2306.0,2026-06-01,-1,34.65,0.0,173.25,129.3,43.95
16203,19575,11319,2427,387.0,2023-06-29,2,211.41,0.0,422.82,317.28,105.54
30025,14251,8040,9964,27079.0,2023-11-16,6,559.12,335.47,3019.25,2340.24,679.01
38395,14491,15050,16046,3670.0,2026-04-27,6,614.41,0.0,3686.46,2312.4,1374.06
34748,14225,6527,62,,2025-07-02,3,329.27,98.78,444.515,857.25,31.78
21083,19784,20641,8954,29829.0,2023-10-18,6,276.61,248.95,1410.71,1169.82,240.89
10822,7115,21164,16836,10884.0,2025-10-01,2,597.04,0.0,1194.08,695.2,498.88
28427,5496,11729,21760,28851.0,2023-07-31,1,229.15,11.46,217.69,145.85,71.84
24000,18842,29224,20695,25625.0,2025-10-20,4,418.4,0.0,1673.6,1433.12,240.48
14950,14598,19929,16033,6104.0,2023-01-08,3,574.28,0.0,3445.68,1057.32,665.52
37757,3674,4341,4539,7953.0,01-06-2023,1,392.73,0.0,392.73,335.32,57.41
23151,10946,5118,29819,13686.0,2025-08-17,3,501.53,0.0,1504.59,843.81,660.78
38994,10528,14492,4144,4083.0,2026-05-14,5,377.65,0.0,1888.25,1217.15,671.1
36560,6211,26553,21731,10477.0,2024-01-28,1,351.99,35.2,316.79,239.16,77.63
16012,12295,27183,15008,7207.0,2023-12-11,5,607.69,0.0,3038.45,1935.75,1102.7
25605,25616,2807,26935,20392.0,2025-09-26,6,242.79,72.84,1383.9,1221.96,161.94
16393,8764,13686,27645,11455.0,27-04-2025,3,105.07,0.0,315.21,189.69,125.52
25511,15264,3826,9264,17962.0,2024-05-20,4,53.78,32.27,182.85,118.0,64.85
39028,24596,775,1922,28960.0,26-12-2025,2,269.16,53.83,484.49,363.88,120.61
32376,26168,25568,21723,,2024-05-27,1,183.67,18.37,165.3,149.08,16.22
13048,1121,11767,11761,11793.0,2023-10-02,2,13.29,2.66,23.92,20.66,3.26
27680,27157,13152,5536,537.0,2025-05-20,2,603.63,60.36,1146.9,759.18,387.72
37910,999999,24651,9119,6886.0,18-11-2024,1,285.74,0.0,285.74,200.49,85.25
19059,11549,11784,9160,18510.0,2024-06-03,5,266.04,0.0,1330.2,903.8,426.4
11079,3057,8156,4153,9898.0,2023-12-09,2,639.44,255.78,1023.1,687.16,335.94
37322,7245,26903,5590,6581.0,2025-12-08,3,432.53,194.64,1102.95,955.53,147.42
35201,16019,19370,20030,21554.0,2023-09-07,6,601.39,180.42,3427.92,2362.02,1065.9
24973,29632,21157,3203,,2025-07-27,3,696.39,313.38,1775.79,1101.57,674.22
36771,19518,26373,19775,7197.0,2024-10-13,4,118.06,0.0,472.24,253.12,219.12
35689,18070,7433,9042,19407.0,2025-02-08,5,17.91,17.91,71.64,59.8,11.84
32646,14066,28293,11099,6483.0,2024-10-21,6,414.83,248.9,2240.08,1390.5,849.58
19673,13174,18052,5261,10218.0,2023-02-24,5,287.21,71.8,1364.25,1146.15,218.1
28698,9073,25023,13008,4263.0,2024-07-11,2,227.06,68.12,386.0,246.82,139.18
29981,17639,21785,8800,2297.0,2023-09-08,4,311.64,124.66,1121.9,667.96,453.94
12209,13624,15963,20444,20329.0,2024-03-29,6,241.2,0.0,1447.2,1133.7,313.5
10211,18664,14565,26394,21199.0,2024-04-05,4,371.96,0.0,1487.84,1266.04,221.8
21223,21143,16730,1174,23399.0,2025-06-22,3,272.06,81.62,734.56,649.35,85.21
38420,27774,11029,9283,15837.0,05-05-2025,2,312.25,93.67,530.83,350.2,180.63
21995,29268,21365,13133,9814.0,2025-04-22,3,374.87,0.0,1124.61,906.48,218.13
12332,7732,6953,1863,21849.0,2025-09-05,4,201.16,0.0,804.64,665.92,138.72
21449,999999,24693,3205,13145.0,2023-11-06,2,379.66,0.0,1518.64,604.46,154.86
38165,8786,11733,28729,16705.0,2024-11-11,1,198.39,0.0,198.39,133.66,64.73
10218,5044,24271,22735,24195.0,2024-10-30,2,428.06,0.0,428.06,604.96,251.16
38999,12370,2171,20448,9822.0,2023-03-15,6,458.64,275.18,2476.66,1925.1,551.56
31151,15035,19639,17041,7486.0,28-06-2025,4,227.63,182.1,728.42,705.16,23.26
34645,20128,4155,21555,10466.0,2024-10-11,2,281.73,0.0,563.46,439.42,124.04
19540,14387,11441,5907,28240.0,2026-01-24,5,363.36,90.84,1725.96,1468.9,257.06
29756,15327,9174,14221,16412.0,2025-08-27,1,469.51,0.0,469.51,254.29,215.22
26486,28413,5550,9969,6926.0,2025-06-13,4,374.67,0.0,1498.68,1007.44,491.24
11661,18555,15223,26356,9792.0,26-03-2023,4,240.12,96.05,864.43,796.36,68.07
27216,24945,27409,11644,26317.0,2023-04-22,1,44.58,2.23,42.35,23.74,18.61
20698,11306,8383,229,20912.0,2023-01-26,1,121.4,0.0,121.4,74.8,46.6
26606,9844,9885,7816,3478.0,2023-04-11,5,572.09,0.0,2860.45,1751.1,1109.35
26661,19177,24440,9660,24493.0,09-10-2023,2,191.21,57.36,325.06,238.7,86.36
11611,22944,22389,13781,24239.0,2025-01-20,6,407.88,0.0,2447.28,2099.88,347.4
25889,21588,16035,19180,1872.0,2026-02-28,3,257.18,0.0,771.54,575.49,196.05
35994,5271,15405,29419,27701.0,2024-09-18,2,266.7,0.0,533.4,282.28,251.12
25261,17748,22464,28091,17605.0,2025-09-09,5,131.0,131.0,524.0,374.35,149.65
21276,22423,23089,2234,3367.0,2024-04-21,6,443.83,399.45,2263.53,1633.68,629.85
38872,16719,2850,4513,7056.0,2023-07-15,1,325.3,0.0,325.3,203.4,121.9
34152,22118,20371,22149,20498.0,2023-03-25,1,206.05,0.0,206.05,148.81,57.24
15872,11712,27202,1235,22872.0,2024-12-31,2,359.66,0.0,719.32,537.18,182.14
30091,8955,10224,1603,6316.0,01-01-2023,6,181.71,163.54,926.72,582.0,344.72
18630,3507,10743,29114,6391.0,2025-05-01,2,201.13,40.23,362.03,286.52,75.51
14904,3379,25553,6243,1221.0,2023-12-26,1,203.14,20.31,182.83,111.53,71.3
38061,23371,20078,6629,23990.0,2023-10-30,2,573.7,57.37,1090.03,799.46,290.57
27864,27522,1887,23365,2455.0,2025-09-23,3,315.1,0.0,945.3,729.6,215.7
36979,23086,10593,22609,8824.0,2023-09-14,1,493.66,0.0,493.66,396.68,96.98
38974,28087,27222,26470,23606.0,2023-09-19,6,91.62,27.49,522.23,344.76,177.47
35931,22653,1182,17568,7335.0,2025-05-05,1,346.51,0.0,346.51,283.94,62.57
13399,1419,2861,12097,8461.0,2023-09-07,4,544.92,0.0,2179.68,1566.76,612.92
22979,20871,4556,12213,30193.0,2023-03-13,2,125.87,25.17,226.57,190.72,35.85
20534,15969,8971,7763,27281.0,2023-03-01,4,321.32,192.79,1092.49,855.56,236.93
24755,17222,26987,12461,1331.0,2025-07-04,3,235.01,35.25,669.78,479.19,190.59
23793,1079,26610,6260,9737.0,2026-01-24,2,361.91,72.38,651.44,551.34,100.1
14690,24588,852,3726,3056.0,11-04-2025,4,467.74,374.19,1496.77,1088.32,408.45
33615,4008,1502,18834,19711.0,10-12-2025,2,308.58,123.43,493.73,485.66,8.07
13602,17246,25120,20752,12294.0,05-05-2023,5,484.89,0.0,3636.6749999999997,1381.15,1043.3
21045,26873,1082,16077,29366.0,2023-12-25,3,549.58,0.0,1648.74,954.51,694.23
18945,8423,29591,10794,18186.0,2026-01-23,1,8.97,0.0,17.94,5.86,3.11
37088,21789,16227,18319,3042.0,2023-03-19,6,544.94,0.0,3269.64,2082.0,1187.64
38965,27535,14192,26805,2584.0,2024-03-25,3,27.48,0.0,82.44,51.57,30.87
14901,757,29711,2767,17893.0,2023-05-09,1,459.33,0.0,459.33,386.46,72.87
25307,27652,304,15267,13268.0,2023-01-10,3,310.09,93.03,837.24,606.75,230.49
26622,7135,10483,16754,15292.0,2023-02-03,1,126.52,0.0,126.52,78.68,47.84
37543,23611,14367,3500,5200.0,2024-04-22,6,281.36,0.0,1688.16,910.92,777.24
30384,26896,7449,20607,16915.0,2025-02-17,5,22.31,0.0,111.55,94.95,16.6
26259,9194,25765,3496,16160.0,2023-05-14,5,270.03,0.0,1350.15,1158.25,191.9
27317,16206,18270,12306,20445.0,2023-06-15,1,519.74,51.97,467.77,297.64,170.13
20520,29389,9202,19005,23295.0,2026-02-22,1,434.9,0.0,434.9,317.19,117.71
26832,22907,21179,17637,,2024-11-15,4,375.67,0.0,1502.68,1249.12,253.56
17540,27480,3055,5493,25672.0,2023-03-27,6,270.58,0.0,1623.48,992.28,631.2
27049,4538,5032,25803,17345.0,2025-03-02,2,651.88,260.75,1043.01,727.24,315.77
38980,29196,5928,22139,10465.0,2024-12-16,5,301.08,75.27,1430.13,794.55,635.58
17428,20201,16588,4881,8732.0,2026-02-10,5,573.96,573.96,2295.84,1652.15,643.69
38433,22209,27280,2682,,2026-01-29,3,165.29,0.0,495.87,302.37,193.5
31061,29777,29946,1934,23486.0,2023-01-29,1,348.81,17.44,331.37,271.04,60.33
20825,19076,6140,14689,21999.0,29-07-2026,3,304.41,182.65,730.58,781.77,-51.19
12533,24449,22928,26984,28066.0,2024-12-14,1,412.88,0.0,412.88,337.14,75.74
25265,4154,26670,14649,6214.0,2026-02-14,5,150.53,0.0,752.65,480.6,272.05
39408,11275,16485,4121,3525.0,2025-05-31,5,613.96,153.49,2916.31,1846.15,1070.16
18618,16855,1243,27401,1291.0,2025-09-02,2,154.1,0.0,308.2,244.88,63.32
14983,8224,27817,17398,7405.0,14-08-2025,5,235.15,1255.871412761623,1175.75,806.8,368.95
13843,20758,1742,3909,6649.0,2024-12-14,6,108.72,0.0,652.32,502.92,149.4
34846,6775,15414,22461,1639.0,2025-01-21,2,377.1,0.0,754.2,478.34,275.86
16036,13620,11940,9353,26978.0,2025-07-08,2,27.02,0.0,54.04,41.74,12.3
33152,23891,19020,17738,5551.0,2023-06-14,3,430.83,0.0,1292.49,697.44,595.05
30681,25642,7163,28854,24666.0,05-09-2024,4,53.33,42.66,170.66,113.64,57.02
24743,1966,14434,27432,28504.0,2025-10-28,2,118.78,11.88,225.68,188.98,36.7
29917,27806,9896,4487,20595.0,2023-07-25,2,356.35,0.0,712.7,553.98,158.72
13593,14195,4519,17437,2974.0,04-10-2023,3,257.96,38.69,735.19,511.29,223.9
22996,29323,4720,24272,14255.0,2026-06-08,2,103.29,0.0,206.58,172.22,34.36
16945,12746,3988,3270,11123.0,2025-10-13,2,595.11,119.02,1071.2,712.94,358.26
18926,24815,993,23943,8293.0,2024-06-14,4,320.36,128.14,1153.3,888.56,264.74
33643,9579,4838,8236,9686.0,10-12-2024,5,645.33,484.0,2742.65,1884.05,858.6
13116,618,22342,4499,19461.0,22-06-2023,5,227.16,0.0,1135.8,609.9,525.9
13674,20696,7749,17227,5633.0,2023-09-28,5,358.71,0.0,1793.55,1327.5,466.05
29816,12453,11950,17247,20647.0,15-04-2023,4,482.42,0.0,1929.68,1042.2,887.48
14646,24852,10005,15068,22574.0,2025-05-21,5,501.42,125.36,2381.74,1655.3,726.44
37204,4795,23104,15491,1299.0,2024-04-09,3,273.71,0.0,821.13,580.98,240.15
18872,10385,22121,29467,20726.0,04-02-2024,3,236.16,0.0,708.48,446.22,262.26
