store_id,store_name,city,state,region,store_type,opening_date,manager_id,store_status,square_feet
23619,RetailMart Port Kenneth Mall,Port Kenneth,Arizona,Central,Outlet,2024-08-05,29118.0,Active,2686
3240,RetailMart Domingueztown Mall,Domingueztown,Mississippi,Central,Flagship,2022-05-31,14358.0,Active,43057
7591,RetailMart Herreraborough Central,Herreraborough,South Carolina,South,Flagship,2020-09-04,30201.0,Active,38155
631,RetailMart West Dustin Square,West Dustin,Pennsylvania,South,Flagship,2020-05-31,4500.0,active,39174
27848,RetailMart East Darrellhaven Square,East Darrellhaven,Arizona,North,Express,2024-10-31,1301.0,Active,21484
6541,RetailMart Hannahchester Square,Hannahchester,Pennsylvania,North,Standard,01-17-2019,21362.0,Active,43642
13406,RetailMart East Christinamouth Mall,East Christinamouth,TX,South,Express,2026-07-18,9437.0,Active,39438
15500,RetailMart Rodriguezchester Central,Rodriguezchester,Hawaii,Central,Flagship,2026-07-14,17946.0,Active,13212
29491,RetailMart Bradleymouth Square,Bradleymouth,Georgia,North,Outlet,2022-02-06,6419.0,Active,44613
4842,RetailMart Kellyland Mall,Kellyland,Texas,West,Outlet,2024-08-31,8726.0,Active,20828
13370,RetailMart North Leetown Mall,North Leetown,Indiana,East,Standard,02-26-2025,25277.0,Active,43425
26494,RetailMart Harrismouth Square,Harrismouth,Alabama,East,Express,2017-11-09,20546.0,Active,18368
13175,RetailMart North Madison Square,North Madison,West Virginia,West,Express,2018-08-23,3483.0,Active,22247
1006,RetailMart West Darrellshire Central,West Darrellshire,South Carolina,North,Standard,04-05-2026,8184.0,Active,13539
8436,RetailMart Mooreside Plaza,Mooreside,Michigan,North,Outlet,2017-02-23,15471.0,Closed,43459
21264,RetailMart South Lisa Central,South Lisa,Kansas,West,Flagship,2025-10-13,18019.0,Active,35530
9617,RetailMart West Kaitlin Central,West Kaitlin,Utah,Central,Flagship,2018-11-25,6210.0,Active,27269
220,RetailMart Stevenshire Mall,Stevenshire,Massachusetts,North,Express,11-26-2018,13590.0,Active,20275
21384,RetailMart North Paulmouth Square,North Paulmouth,Montana,East,Flagship,2017-09-19,8926.0,Active,17662
4881,RetailMart East Susanhaven Central,East Susanhaven,Michigan,West,Flagship,2022-08-19,11004.0,Active,16125
16050,RetailMart Mercadoview Plaza,Mercadoview,Michigan,South,Outlet,2015-12-02,23634.0,Active,5870
25267,RetailMart Johnsonside Square,Johnsonside,Washington,East,Outlet,10-16-2021,1027.0,Active,23485
9037,RetailMart Gregoryfort Central,Gregoryfort,Minnesota,Central,Outlet,08-08-2021,11371.0,Active,38169
21481,RetailMart East Jessicastad Mall,East Jessicastad,Missouri,East,Express,2026-06-24,28452.0,Closed,9788
28887,RetailMart South Jennifer Plaza,South Jennifer,Delaware,North,Standard,2017-03-06,29394.0,ACTIVE,7673
1340,RetailMart East Williamshire Central,East Williamshire,New Hampshire,East,Standard,2020-01-19,9492.0,Active,20070
10201,RetailMart East Frankborough Square,East Frankborough,Oklahoma,Central,Flagship,2019-09-22,10701.0,ACTIVE,20296
15091,RetailMart Port Ryan Square,Port Ryan,Texas,North,Outlet,2021-08-08,3611.0,Active,6048
19715,RetailMart East Thomasmouth Plaza,East Thomasmouth,Maine,East,Outlet,2022-04-05,26619.0,Active,6821
9639,RetailMart Susanbury Plaza,Susanbury,Texas,Central,Standard,2016-03-08,506.0,Active,4896
23221,RetailMart Castilloshire Plaza,Castilloshire,WI,North,Standard,2020-10-24,11977.0,ACTIVE,35541
29078,RetailMart North Amyhaven Mall,North Amyhaven,New Jersey,South,Outlet,2018-06-27,13661.0,Active,21729
15190,RetailMart West Shaunview Plaza,West Shaunview,North Dakota,South,Outlet,2015-05-04,25693.0,Active,4362
22912,RetailMart Tracymouth Square,Tracymouth,Virginia,North,Express,2025-05-21,3771.0,active,2986
21109,RetailMart Tylerborough Mall,Tylerborough,Utah,North,Flagship,2023-10-20,20530.0,Closed,33359
23711,RetailMart Andradeview Mall,Andradeview,Virginia,West,Express,2016-05-04,15960.0,Active,38350
24441,RetailMart Port Amymouth Square,Port Amymouth,Delaware,East,Standard,05-17-2018,5436.0,Active,25899
17249,RetailMart Derrickview Mall,Derrickview,Pennsylvania,South,Flagship,2020-07-13,17934.0,Active,44982
3535,RetailMart North Danielberg Square,North Danielberg,Vermont,East,Express,2015-02-19,8998.0,Active,27574
19554,RetailMart West Cynthia Square,West Cynthia,Maryland,North,Outlet,2025-04-20,25176.0,Active,33995
29302,RetailMart East Jenniferview Mall,East Jenniferview,Texas,South,Flagship,2024-02-05,10082.0,Active,25380
19995,RetailMart Robertsport Central,Robertsport,Pennsylvania,South,Standard,2023-06-10,29064.0,Active,36188
5667,RetailMart Hunterchester Plaza,Hunterchester,Missouri,South,Outlet,2024-05-17,27734.0,Active,24386
2886,RetailMart Romerotown Plaza,Romerotown,Vermont,South,Outlet,2020-02-15,27473.0,Active,15835
3589,RetailMart Goldenfurt Plaza,Goldenfurt,Maryland,Central,Standard,2023-12-27,25116.0,Active,29510
25847,RetailMart South Katherine Square,South Katherine,Minnesota,West,Standard,2023-08-09,2545.0,Active,3518
16369,RetailMart New Ryanport Square,New Ryanport,Nebraska,West,Flagship,2020-07-10,27137.0,Active,18517
3735,RetailMart North Amber Mall,North Amber,North Dakota,Central,Outlet,2016-08-16,4909.0,Active,40141
1443,RetailMart East Juliaport Plaza,East Juliaport,North Dakota,West,Flagship,11-09-2020,16654.0,Active,44457
25628,RetailMart Jamestown Mall,Jamestown,South Dakota,South,Standard,01-18-2015,23384.0,Active,25736
17394,RetailMart South Brianview Plaza,South Brianview,Kansas,East,Standard,2015-05-21,1833.0,active,30215
14612,RetailMart Dawsonside Plaza,Dawsonside,Virginia,North,Express,2022-01-27,14475.0,ACTIVE,38733
22707,RetailMart Brownview Square,Brownview,Arkansas,West,Flagship,08-22-2015,13697.0,Active,41828
3199,RetailMart New Gregorymouth Square,New Gregorymouth,Wyoming,East,Express,2016-10-17,4794.0,Active,21220
3194,RetailMart Solismouth Plaza,Solismouth,South Carolina,West,Express,2022-01-31,3625.0,Active,8057
9841,RetailMart South Rachelmouth Central,South Rachelmouth,Arkansas,North,Flagship,2023-07-28,5912.0,Active,22584
3915,RetailMart Tamaraborough Plaza,Tamaraborough,Montana,East,Flagship,2025-07-03,17832.0,Active,16595
24595,RetailMart Rossberg Square,Rossberg,Georgia,North,Flagship,2022-12-13,21100.0,Active,7826
19175,RetailMart North Lucastown Square,North Lucastown,Pennsylvania,North,Express,2019-06-28,25470.0,Closed,32472
14553,RetailMart East Selena Mall,East Selena,Minnesota,North,Outlet,2024-09-20,,Active,24278
6906,RetailMart East Sabrinaside Central,East Sabrinaside,Connecticut,East,Outlet,2023-05-10,20574.0,Active,12944
1982,RetailMart Emilyberg Central,Emilyberg,Vermont,West,Standard,2018-05-30,18881.0,Active,27970
6155,RetailMart Wilsonborough Central,Wilsonborough,Wyoming,North,Express,2019-06-18,29148.0,ACTIVE,18482
7102,RetailMart South Mark Central,South Mark,Idaho,Central,Flagship,2018-05-14,1040.0,Active,4725
10930,RetailMart Elizabethstad Plaza,Elizabethstad,South Dakota,North,Flagship,2020-05-23,7994.0,Active,38882
6247,RetailMart North Patrickmouth Square,North Patrickmouth,North Carolina,South,Standard,2021-01-31,23102.0,Active,20908
7849,RetailMart Lake Marieside Plaza,Lake Marieside,Hawaii,Central,Flagship,2021-02-04,6558.0,Active,13704
10732,RetailMart Comptonfort Mall,Comptonfort,Washington,South,Outlet,2020-03-08,24916.0,Active,15437
21430,RetailMart Kaylaland Central,Kaylaland,Oklahoma,East,Standard,2022-01-16,4396.0,Active,4907
9024,RetailMart Waynechester Central,Waynechester,Washington,Central,Flagship,2021-08-09,14173.0,ACTIVE,31558
757,RetailMart Dominguezstad Central,Dominguezstad,New Jersey,North,Outlet,2019-07-01,29495.0,Active,37182
7741,RetailMart Lake Nicholas Mall,Lake Nicholas,Nebraska,West,Express,2015-10-14,29142.0,Active,29905
1256,RetailMart Elizabethfort Mall,Elizabethfort,Arkansas,East,Flagship,2018-04-13,18389.0,Active,30101
831,RetailMart North Jamie Mall,North Jamie,North Carolina,East,Express,2022-12-16,21560.0,Active,33698
5165,RetailMart North Alexander Square,North Alexander,Georgia,Central,Standard,2020-05-20,21155.0,Active,7233
15422,RetailMart Scottland Central,Scottland,Alabama,East,Flagship,03-06-2020,22379.0,Active,21174
25731,RetailMart Lake Lonnie Plaza,Lake Lonnie,Maine,North,Standard,2016-03-02,3472.0,Active,35584
6251,RetailMart Marilynfurt Plaza,Marilynfurt,Delaware,South,Standard,2024-04-23,2098.0,Active,16183
13373,RetailMart East Nancy Square,East Nancy,OH,South,Flagship,2018-01-23,9276.0,Active,31783
2167,RetailMart Carrfort Plaza,Carrfort,Kansas,East,Flagship,2015-08-20,5269.0,Active,27487
17131,RetailMart South Meganside Mall,South Meganside,Maryland,South,Express,2021-04-09,13958.0,Active,37828
9081,RetailMart Scottstad Mall,Scottstad,New Mexico,South,Flagship,2017-12-12,13583.0,Active,28357
17173,RetailMart Rachelton Square,Rachelton,Illinois,East,Express,2019-02-09,3417.0,Active,12414
12848,RetailMart South Brittneystad Central,South Brittneystad,Washington,West,Standard,2017-03-23,13704.0,Closed,35351
17826,RetailMart Smithstad Square,Smithstad,Arkansas,Central,Flagship,05-28-2015,13162.0,Active,18614
8404,RetailMart North Christopher Square,North Christopher,Illinois,North,Outlet,2024-06-24,27954.0,Active,25107
2983,RetailMart Josephview Square,Josephview,Nebraska,North,Flagship,2024-03-02,8285.0,active,7403
2868,RetailMart Porterport Central,Porterport,Oklahoma,South,Outlet,2019-04-07,21951.0,Active,31767
15665,RetailMart Port Angelaton Square,Port Angelaton,Iowa,North,Flagship,2015-05-28,8849.0,Active,38466
26974,RetailMart Andersonfurt Plaza,Andersonfurt,Kansas,North,Express,04-01-2017,22957.0,Active,7959
15935,RetailMart Reneeville Square,Reneeville,New Hampshire,Central,Standard,2015-05-10,4931.0,Active,41179
24107,RetailMart Port Justin Mall,Port Justin,Delaware,Central,Outlet,2022-08-17,7322.0,Active,31836
3435,RetailMart New Adam Plaza,New Adam,Washington,East,Express,2021-05-13,25521.0,Active,2338
22817,RetailMart Bartonburgh Plaza,Bartonburgh,Minnesota,Central,Standard,2015-10-12,21574.0,Active,18711
13338,RetailMart Mcclureview Square,Mcclureview,Oregon,West,Flagship,2025-09-23,22619.0,ACTIVE,42845
18933,RetailMart Brianside Central,Brianside,Tennessee,North,Flagship,2025-03-08,23530.0,Active,44798
29002,RetailMart Ginamouth Central,Ginamouth,Nebraska,South,Outlet,09-25-2015,23988.0,Active,11291
5523,RetailMart Joshuahaven Square,Joshuahaven,Missouri,Central,Outlet,03-18-2019,16939.0,Active,10177
9490,RetailMart Ramosburgh Plaza,Ramosburgh,Georgia,West,Outlet,2016-01-11,20679.0,Active,5642
28976,RetailMart Hollymouth Mall,Hollymouth,Nevada,South,Express,2026-05-09,12413.0,Active,43621
3713,RetailMart Port Haley Mall,Port Haley,Missouri,East,Outlet,2020-02-25,12239.0,Active,42103
29458,RetailMart Santosland Central,Santosland,Missouri,South,Flagship,02-27-2025,3070.0,Active,25371
29485,RetailMart New Christina Mall,New Christina,Nevada,South,Express,2021-04-12,27870.0,Active,2984
26087,RetailMart North Amberside Plaza,North Amberside,Idaho,South,Flagship,2025-07-27,16185.0,Active,5057
3074,RetailMart New Johnberg Plaza,New Johnberg,Massachusetts,East,Flagship,2017-01-08,14497.0,Active,16783
17113,RetailMart East John Square,East John,Colorado,West,Flagship,2024-07-04,20955.0,ACTIVE,16415
18794,RetailMart Martinezmouth Mall,Martinezmouth,Virginia,East,Express,11-28-2017,12544.0,Active,39394
18078,RetailMart Craigbury Square,Craigbury,Arkansas,West,Flagship,2025-01-20,23099.0,Active,16900
24916,RetailMart South Dianaburgh Plaza,South Dianaburgh,Mississippi,Central,Standard,2016-01-08,,Active,17941
2754,RetailMart Jasmineville Square,Jasmineville,Iowa,North,Outlet,2018-11-19,1608.0,Active,17157
19578,RetailMart Lake Rebecca Central,Lake Rebecca,Pennsylvania,East,Outlet,2020-09-04,17450.0,Active,11492
17615,RetailMart North Alexis Mall,North Alexis,Utah,South,Outlet,12-31-2015,1136.0,Active,29769
24413,RetailMart West Paul Mall,West Paul,Arkansas,Central,Flagship,2015-10-09,18319.0,Active,28369
20468,RetailMart Lopezborough Plaza,Lopezborough,Mississippi,North,Flagship,2015-07-22,13823.0,Active,16498
29453,RetailMart Sherrybury Plaza,Sherrybury,Illinois,South,Standard,2022-11-30,9829.0,Active,14476
20682,RetailMart Lake Preston Square,Lake Preston,Mississippi,West,Standard,09-21-2024,11542.0,Active,23097
3063,RetailMart South Rebeccafort Plaza,South Rebeccafort,Colorado,North,Flagship,2023-05-14,13252.0,Active,20610
14536,RetailMart Mayland Central,Mayland,South Carolina,Central,Standard,2022-03-11,14951.0,Active,12607
440,RetailMart Robertsland Central,Robertsland,Hawaii,South,Express,04-05-2024,2906.0,Active,33495
5356,RetailMart Burnsmouth Plaza,Burnsmouth,Kansas,East,Standard,2019-01-02,10602.0,Active,19785
29838,RetailMart South Chadport Mall,South Chadport,New York,North,Outlet,2022-11-05,18083.0,Active,26680
7922,RetailMart Whitneyside Square,Whitneyside,Iowa,East,Flagship,2024-10-26,27252.0,Active,18192
16615,RetailMart Alyssabury Plaza,Alyssabury,New Jersey,West,Standard,2026-04-23,18021.0,Active,34290
21965,RetailMart New Kevin Square,New Kevin,Delaware,North,Standard,2019-08-17,21450.0,Closed,41868
25363,RetailMart Lake Emilyton Plaza,Lake Emilyton,Nevada,East,Outlet,2024-09-22,10515.0,Closed,35074
29334,RetailMart North Deborahtown Plaza,North Deborahtown,Iowa,North,Standard,2016-07-29,12950.0,Active,7805
21865,RetailMart Benjaminmouth Plaza,Benjaminmouth,North Dakota,East,Outlet,2020-07-24,25829.0,Active,44631
24092,RetailMart Carrchester Plaza,Carrchester,South Carolina,South,Standard,2024-06-07,12621.0,Active,11447
5611,RetailMart Beverlymouth Square,Beverlymouth,Massachusetts,North,Flagship,12-31-2021,15466.0,Active,5495
19009,RetailMart North Shawnville Square,North Shawnville,New Hampshire,Central,Outlet,2016-01-28,16687.0,Active,39154
433,RetailMart New Rogerhaven Central,New Rogerhaven,Oregon,South,Outlet,12-17-2015,20555.0,Active,32058
23851,RetailMart East Scottmouth Square,East Scottmouth,New Hampshire,South,Outlet,2018-03-26,11608.0,Closed,14810
14274,RetailMart Andreaborough Central,Andreaborough,Virginia,West,Express,10-06-2022,3392.0,Active,41114
6512,RetailMart South Courtney Central,South Courtney,Rhode Island,West,Standard,2020-06-24,25895.0,Active,39246
16543,RetailMart Danielschester Plaza,Danielschester,Maine,East,Express,2015-08-04,4496.0,Active,14641
3649,RetailMart Bryceport Central,Bryceport,HI,West,Standard,04-14-2015,15749.0,Active,25724
6488,RetailMart Nicolefort Mall,Nicolefort,Louisiana,Central,Flagship,03-20-2025,11904.0,Active,16346
227,RetailMart Amandafurt Plaza,Amandafurt,Arizona,South,Standard,2015-10-15,17243.0,Active,2841
23411,RetailMart North Lauren Plaza,North Lauren,Pennsylvania,North,Standard,2025-06-25,18473.0,Active,2318
8901,RetailMart New Patrickborough Square,New Patrickborough,Vermont,South,Flagship,2018-06-08,13973.0,Active,21822
24947,RetailMart New Cody Mall,New Cody,Arkansas,South,Express,2015-07-06,18286.0,Active,18951
16308,RetailMart Bennettburgh Mall,Bennettburgh,Indiana,North,Standard,2022-01-21,21129.0,Active,3632
25162,RetailMart Justinport Square,Justinport,Washington,North,Outlet,2015-09-03,28490.0,Active,11460
7219,RetailMart New Anthonyberg Central,New Anthonyberg,Connecticut,West,Standard,2024-11-30,17071.0,Active,17895
14777,RetailMart South Zachary Mall,South Zachary,Hawaii,South,Outlet,06-30-2024,11275.0,active,4661
15251,RetailMart Josephside Square,Josephside,Oklahoma,East,Express,03-22-2024,3157.0,Active,32687
1991,RetailMart South Dean Plaza,South Dean,Minnesota,South,Flagship,2021-03-18,6121.0,Active,29502
24121,RetailMart Simmonstown Mall,Simmonstown,Rhode Island,South,Flagship,2026-02-11,5821.0,Active,18244
17703,RetailMart Brendafort Plaza,Brendafort,Utah,Central,Standard,2023-10-29,26535.0,Active,2178
1626,RetailMart West Stephenfort Mall,West Stephenfort,Alabama,East,Standard,2024-08-12,26427.0,Active,29936
2528,RetailMart Travisville Square,Travisville,Wyoming,East,Outlet,2016-01-11,1517.0,Closed,21956
19987,RetailMart Hugheston Mall,Hugheston,Georgia,South,Standard,2018-09-01,3206.0,Active,27407
9630,RetailMart West Cory Mall,West Cory,Pennsylvania,North,Outlet,11-21-2019,22201.0,Closed,20334
19230,RetailMart New Kimberlyview Square,New Kimberlyview,Montana,North,Flagship,2023-01-10,12034.0,Active,10225
5881,RetailMart Andrewfort Mall,Andrewfort,Nebraska,West,Standard,02-18-2019,14298.0,Active,28440
15953,RetailMart North Ryanville Plaza,North Ryanville,Tennessee,Central,Express,2016-04-22,20382.0,Active,37744
25826,RetailMart Brookeside Square,Brookeside,Maine,North,Flagship,2021-08-06,23408.0,Active,42145
27899,RetailMart South Lisamouth Central,South Lisamouth,Massachusetts,East,Flagship,05-06-2018,3504.0,Active,42754
8400,RetailMart East Jayland Mall,East Jayland,West Virginia,Central,Express,2017-12-28,4476.0,Active,38730
4230,RetailMart Turnerton Square,Turnerton,Alabama,South,Outlet,2023-09-14,13333.0,Active,20498
21035,RetailMart Faithborough Square,Faithborough,Massachusetts,South,Express,2018-09-20,28352.0,Active,10091
3604,RetailMart Rosston Mall,Rosston,Wisconsin,South,Flagship,2017-03-29,1873.0,Active,10177
11454,RetailMart Nicholasshire Central,Nicholasshire,Connecticut,South,Flagship,2019-06-23,9728.0,active,39757
27950,RetailMart Peterberg Square,Peterberg,Michigan,West,Flagship,2018-06-07,,ACTIVE,30640
13179,RetailMart West Kristimouth Plaza,West Kristimouth,Alabama,West,Outlet,2026-01-14,20709.0,Active,10486
15924,RetailMart Lopezfort Square,Lopezfort,Virginia,South,Flagship,2026-06-21,30159.0,Closed,42075
14258,RetailMart Port Jose Plaza,Port Jose,Wisconsin,Central,Express,2020-12-06,28430.0,Active,42897
9260,RetailMart Michellebury Square,Michellebury,Washington,East,Flagship,2019-03-24,15207.0,Active,31593
12219,RetailMart Lake Robertfort Mall,Lake Robertfort,New Hampshire,East,Flagship,2023-05-30,12541.0,Active,17308
16695,RetailMart Palmerview Central,Palmerview,Indiana,North,Outlet,2023-04-15,3368.0,Active,15771
3132,RetailMart East Nicholas Mall,East Nicholas,Nevada,East,Express,2023-12-20,27445.0,Active,8800
14074,RetailMart East Martin Mall,East Martin,Wyoming,South,Standard,06-01-2023,12015.0,Active,29501
1847,RetailMart South Davidtown Mall,South Davidtown,Iowa,West,Standard,2023-06-25,26345.0,Active,3433
26083,RetailMart Davishaven Plaza,Davishaven,Colorado,North,Flagship,2024-01-18,16908.0,Closed,26051
14743,RetailMart Port David Mall,Port David,Alaska,South,Standard,2026-07-14,2123.0,ACTIVE,27786
6129,RetailMart Smithmouth Plaza,Smithmouth,New Hampshire,Central,Outlet,2024-05-04,8280.0,Active,2047
10306,RetailMart New Jason Mall,New Jason,South Carolina,North,Outlet,2018-08-28,15306.0,Active,43802
22516,RetailMart Harveyfurt Mall,Harveyfurt,Indiana,South,Standard,2024-04-18,20792.0,Active,23561
6197,RetailMart Robertport Mall,Robertport,Hawaii,South,Outlet,2018-03-22,15846.0,Active,40705
8989,RetailMart Hillchester Mall,Hillchester,North Carolina,Central,Flagship,2021-08-06,860.0,Active,28374
15090,RetailMart Andreburgh Plaza,Andreburgh,New Mexico,West,Express,11-18-2021,25950.0,Active,40811
18320,RetailMart Lake Stacyland Plaza,Lake Stacyland,Wyoming,Central,Outlet,2020-01-03,8362.0,Active,24926
27282,RetailMart Leonardstad Central,Leonardstad,Alabama,East,Outlet,09-25-2019,7453.0,Active,2001
5347,RetailMart Kristenfort Plaza,Kristenfort,Arkansas,South,Flagship,2025-09-23,19253.0,Active,29377
11213,RetailMart Port Tamaramouth Square,Port Tamaramouth,Texas,East,Flagship,2024-02-04,21613.0,Active,3730
15837,RetailMart Riveraton Square,Riveraton,Connecticut,Central,Flagship,10-20-2020,23115.0,active,15856
7942,RetailMart South Amy Plaza,South Amy,Wisconsin,South,Outlet,2020-07-18,26817.0,Active,17147
28504,RetailMart Warrentown Central,Warrentown,Nebraska,East,Outlet,2019-03-25,15535.0,Active,26815
23327,RetailMart West Jose Central,West Jose,Massachusetts,North,Express,2024-12-05,25135.0,Active,40866
24056,RetailMart Mosesside Central,Mosesside,Missouri,East,Flagship,2019-02-08,11021.0,Active,30813
22744,RetailMart West Cynthia Central,West Cynthia,Wisconsin,West,Flagship,2022-09-12,14859.0,Active,36165
19736,RetailMart Port Ashleyton Mall,Port Ashleyton,New York,West,Flagship,06-17-2019,20779.0,Active,29014
29643,RetailMart New Jamie Square,New Jamie,Hawaii,West,Standard,2016-12-21,11353.0,Active,43632
19793,RetailMart Russoton Plaza,Russoton,Virginia,South,Express,09-03-2015,1664.0,Active,9252
27676,RetailMart North Jessica Square,North Jessica,Indiana,Central,Express,10-06-2025,1513.0,Active,27718
21132,RetailMart Burkehaven Plaza,Burkehaven,Hawaii,West,Standard,2016-11-28,26776.0,Active,29676
25140,RetailMart Lake Melissa Central,Lake Melissa,Vermont,North,Express,2017-11-08,6754.0,Active,4753
29791,RetailMart West Scott Plaza,West Scott,Missouri,Central,Flagship,2021-03-07,16218.0,Active,18175
17062,RetailMart South Jeffreyshire Square,South Jeffreyshire,Vermont,East,Standard,2018-02-06,10240.0,Active,34206
